Datestart:	Time	Dateend:	Time	Tzone	Begin	Length	End	Sulfate	S_std	Nitrate	NO3_std	Al	Al-std	As	As-std	Cd	Cd-std	Cr	Cr-std	Cu	Cu-std	Fe	Fe-std	Mn	Mn-std	Ni	Ni-std	Pb	Pb-std	Se	Se-std	Zn	Zn-std	NO2 	NO2-std	Chlorid	-std	NH4ion	NH4-std	Sodium	Na-std	K	K-std	OC	OC-std	EC	EC-std	Ti	Ti-std	V	V-std	Mo	Mo-std	Sb	Sb-std	0
2001/07/24	20:20	2001/07/24	20:30	EST	699	1	699	7.65		0.13																																														699
2001/07/24	20:30	2001/07/24	20:40	EST	700	1	700	7.94		0.15																																														700
2001/07/24	20:40	2001/07/24	20:50	EST	701	1	701	8.03		0.14																																														701
2001/07/24	20:50	2001/07/24	21:00	EST	702	1	702	8.83		0.13																																														702
2001/07/24	21:00	2001/07/24	21:10	EST	703	1	703	9.92		0.18																																														703
2001/07/24	21:10	2001/07/24	21:20	EST	704	1	704	10.52		0.15																																														704
2001/07/24	21:20	2001/07/24	21:30	EST	705	1	705	10.91		0.18																																														705
2001/07/24	21:30	2001/07/24	21:40	EST	706	1	706	10.93		0.19																																														706
2001/07/24	21:40	2001/07/24	21:50	EST	707	1	707	10.58		0.23																																														707
2001/07/24	21:50	2001/07/24	22:00	EST	708	1	708	9.80		0.20																																														708
2001/07/24	22:00	2001/07/24	22:10	EST	709	1	709	11.53		0.24																																														709
2001/07/24	22:10	2001/07/24	22:20	EST	710	1	710	11.00		0.27																																														710
2001/07/24	22:20	2001/07/24	22:30	EST	711	1	711	10.97		0.24																																														711
2001/07/24	22:30	2001/07/24	22:40	EST	712	1	712	11.62		0.27																																														712
2001/07/24	22:40	2001/07/24	22:50	EST	713	1	713	11.71		0.28																																														713
2001/07/24	22:50	2001/07/24	23:00	EST	714	1	714	11.95		0.28																																														714
2001/07/24	23:00	2001/07/24	23:10	EST	715	1	715	10.43		0.29																																														715
2001/07/24	23:10	2001/07/24	23:20	EST	716	1	716	10.29		0.29																																														716
2001/07/24	23:20	2001/07/24	23:30	EST	717	1	717	12.10		0.26																																														717
2001/07/24	23:30	2001/07/24	23:40	EST	718	1	718	12.24		0.26																																														718
2001/07/24	23:40	2001/07/24	23:50	EST	719	1	719	11.64		0.28																																														719
2001/07/24	23:50	2001/07/25	0:00	EST	720	1	720	11.92		0.27																																														720
7/16/01 	0:00	7/16/01 	0:30	EST	1	3	3					0.00788	0.00189	0.00112	0.00017	0.00017	0.00002	0.00097	0.00004	0.00766	0.00013	0.00547	0.00134	0.00407	0.00003	0.00033	0.00007	0.00339	0.00007	0.00217	0.00012	0.0112	0.00052																							721
7/16/01 	0:30	7/16/01 	1:00	EST	4	3	6					0.00836	0.00038	0.00124	0.00003	0.00022	0.00003	0.00107	0.00001	0.00884	0.00005	0.00531	0.00067	0.00443	0.00003	0.00031	0.00004	0.00372	0.0001	0.00252	0.00005	0.0117	0.00002																							722
7/16/01 	1:00	7/16/01 	1:30	EST	7	3	9					0.00681	0.00114	0.00104	0.00009	0.00017	0.00002	0.00084	0.00003	0.00806	0.00002	0.00451	0.00106	0.00385	0.00002	0.0002	0.00004	0.0027	0.00008	0.00192	0.00009	0.0151	0.00007																							723
7/16/01 	1:30	7/16/01 	2:00	EST	10	3	12					0.0103	0.00091	0.00117	0.0001	0.00025	0	0.00116	0.00005	0.00967	0.00004	0.00642	0.00378	0.00372	0.00017	0.00034	0.00003	0.00301	0.00013	0.00235	0.00009	0.0175	0.00044																							724
7/16/01 	2:00	7/16/01 	2:30	EST	13	3	15					0.00987	0.00046	0.00135	0.00008	0.00029	0.00001	0.00109	0.00005	0.00839	0.00006	0.00758	0.00187	0.00339	0.00002	0.00032	0.00002	0.00283	0.00012	0.0022	0.00009	0.0185	0.00045																							725
7/16/01 	2:30	7/16/01 	3:00	EST	16	3	18					0.0079	0.00068	0.00142	0.00022	0.00033	0.00002	0.00124	0.00008	0.0103	0.00004	0.00612	0.00089	0.00418	0.00005	0.00049	0.00006	0.00337	0.00013	0.00215	0.00028	0.0181	0.00019																							726
7/16/01 	3:00	7/16/01 	3:30	EST	19	3	21					0.0111	0.00069	0.00159	0.00016	0.0005	0.00008	0.00167	0.00007	0.0117	0.00001	0.00843	0.00096	0.00436	0.00015	0.0005	0.00002	0.00391	0.00014	0.00221	0.00005	0.0208	0.00033																							727
7/16/01 	3:30	7/16/01 	4:00	EST	22	3	24					0.0129	0.00131	0.00151	0.0002	0.00051	0.00003	0.00191	0.00002	0.0147	0.00015	0.0102	0.00195	0.00461	0.00007	0.00056	0.00007	0.00409	0.00005	0.00249	0.00002	0.0229	0.00008																							728
7/16/01 	4:00	7/16/01 	4:30	EST	25	3	27					0.013	0.00024	0.00128	0.00011	0.00043	0.00001	0.00184	0.0005	0.0111	0.00003	0.00985	0.00269	0.00523	0.00003	0.00042	0.00006	0.00437	0.00028	0.00279	0.00012	0.021	0.00045																							729
7/16/01 	4:30	7/16/01 	5:00	EST	28	3	30					0.00965	0.00125	0.00142	0.00005	0.00043	0.00002	0.00183	0.00006	0.00956	0.00021	0.00675	0.00127	0.00435	0.00001	0.00044	0.00008	0.00531	0.00017	0.0024	0.00011	0.0404	0.00493																							730
7/16/01 	5:00	7/16/01 	5:30	EST	31	3	33					0.011	0.00012	0.00148	0.0001	0.00051	0.00001	0.00176	0.00003	0.0112	0.00002	0.0083	0.00113	0.0044	0.00003	0.00053	0.00003	0.0046	0.00017	0.00267	0.0002	0.0253	0.00107																							731
7/16/01 	5:30	7/16/01 	6:00	EST	34	3	36					0.00792	0.00078	0.00121	0.00011	0.00041	0.00001	0.0014	0.00012	0.00544	0.00007	0.00627	0.00211	0.00267	0.00004	0.00039	0.00011	0.00344	0.0001	0.00218	0.00007	0.0167	0.00007																							732
7/16/01 	6:00	7/16/01 	6:30	EST	37	3	39					0.00756	0.00026	0.00149	0.00007	0.00053	0.00003	0.00175	0.00002	0.0136	0.00004	0.00601	0.00057	0.00621	0.00004	0.00049	0.00008	0.00433	0.00007	0.0108	0.00019	0.025	0.00013																							733
7/16/01 	6:30	7/16/01 	7:00	EST	40	3	42					0.0135	0.00232	0.00174	0.00022	0.00062	0.00005	0.00273	0.00049	0.0167	0.00013	0.00946	0.00108	0.00538	0.00023	0.00094	0.00018	0.00434	0.00016	0.00874	0.00012	0.0273	0.00078																							734
7/16/01 	7:00	7/16/01 	7:30	EST	43	3	45					0.0208	0.00012	0.00199	0.0002	0.00074	0.00001	0.00359	0.00018	0.0258	0.00004	0.0181	0.00776	0.00828	0.00019	0.00101	0.00008	0.00382	0.00005	0.00703	0.00008	0.034	0.0006																							735
7/16/01 	7:30	7/16/01 	8:00	EST	46	3	48					0.0265	0.00041	0.00218	0.00005	0.0009	0.00001	0.00443	0.00004	0.0181	0.00008	0.0225	0.00208	0.00783	0.00016	0.00116	0.00011	0.00427	0.00016	0.00465	0.00023	0.0312	0.00093																							736
7/16/01 	8:00	7/16/01 	8:30	EST	49	3	51					0.0179	0.0005	0.00179	0.00039	0.001	0	0.00435	0.00002	0.0173	0.00001	0.0151	0.0006	0.00782	0.00007	0.00096	0.00004	0.00418	0.00022	0.00335	0.00016	0.0301	0.00009																							737
7/16/01 	8:30	7/16/01 	9:00	EST	52	3	54					0.0137	0.00022	0.00164	0.00022	0.001	0.00001	0.00449	0.00018	0.0168	0.00002	0.0125	0.00051	0.00799	0.0002	0.00083	0.00001	0.0046	0.0002	0.00246	0.00033	0.0293	0.0002																							738
7/16/01 	9:00	7/16/01 	9:30	EST	55	3	57					0.0173	0.0012	0.00177	0.00008	0.00099	0.00001	0.00519	0.00006	0.0316	0.00007	0.0156	0.0004	0.0124	0.00018	0.00112	0.00005	0.0051	0.00006	0.00505	0.0002	0.0375	0.0002																							739
7/16/01 	9:30	7/16/01 	10:00	EST	58	3	60					0.0328	0.00074	0.00232	0.00016	0.00089	0.00002	0.00729	0.00016	0.0327	0.00004	0.029	0.00103	0.0149	0.00027	0.00153	0.00011	0.00582	0.00038	0.0385	0.00121	0.0397	0.00049																							740
7/16/01 	10:00	7/16/01 	10:30	EST	61	3	63					0.026	0.0011	0.0018	0.00007	0.00093	0.00005	0.00604	0.00012	0.0261	0.0001	0.0225	0.0007	0.0129	0.0002	0.00145	0.00012	0.00619	0.00028	0.044	0.00022	0.037	0.00052																							741
7/16/01 	10:30	7/16/01 	11:00	EST	64	3	66					0.0241	0.00165	0.00182	0.00034	0.00098	0.00002	0.00662	0.00012	0.0337	0.00001	0.02	0.00103	0.0158	0.00022	0.00154	0.00014	0.00744	0.0002	0.042	0.00067	0.0384	0.00075																							742
7/16/01 	11:00	7/16/01 	11:30	EST	67	3	69					0.0213	0.00058	0.00154	0.00015	0.00081	0.00008	0.00532	0.00032	0.0244	0.00008	0.0175	0.00451	0.0117	0.00023	0.00146	0.00004	0.00769	0.00015	0.0375	0.001	0.0262	0.00041																							743
7/16/01 	11:30	7/16/01 	12:00	EST	70	3	72					0.0215	0.00115	0.0013	0.00016	0.00077	0.00002	0.0061	0.00012	0.0218	0.00006	0.0182	0.00255	0.0127	0.00026	0.00207	0.00004	0.0085	0.00019	0.0469	0.00092	0.0245	0.001																							744
7/16/01 	12:00	7/16/01 	12:30	EST	73	3	75					0.017	0.0006	0.00103	0.00023	0.00078	0.00005	0.0052	0.00008	0.0207	0.00004	0.0135	0.00168	0.0134	0.00002	0.00173	0.00003	0.00921	0.00016	0.0457	0.00096	0.0199	0.00012																							745
7/16/01 	12:30	7/16/01 	13:00	EST	76	3	78					0.0157	0.00058	0.00083	0.00008	0.0005	0.00002	0.00434	0.00004	0.0159	0.00002	0.0108	0.00031	0.0102	0.00007	0.00111	0.00005	0.0102	0.00003	0.0192	0.00015	0.0159	0.00097																							746
7/16/01 	13:00	7/16/01 	13:30	EST	79	3	81					0.0177	0.00067	0.00092	0.00018	0.0006	0.00001	0.00476	0.00002	0.0162	0.00002	0.0127	0.0013	0.0104	0.00004	0.00153	0.00005	0.0113	0.00028	0.014	0.00029	0.0168	0.00023																							747
7/16/01 	13:30	7/16/01 	14:00	EST	82	3	84					0.0171	0.00151	0.00096	0.00011	0.00053	0.00001	0.00451	0.00003	0.0127	0.00004	0.0129	0.00127	0.00902	0.00003	0.00062	0.00006	0.0101	0.00031	0.0139	0.00043	0.0157	0.00059																							748
7/16/01 	14:00	7/16/01 	14:30	EST	85	3	87					0.0129	0.00028	0.00095	0.00015	0.00026	0.00005	0.0044	0.00001	0.0277	0.00019	0.00936	0.00052	0.0139	0.00017	0.00049	0.00004	0.00703	0.00005	0.00493	0.00021	0.0156	0.0001																							749
7/16/01 	14:30	7/16/01 	15:00	EST	88	3	90					0.0214	0.00567	0.00117	0.00015	0.00035	0	0.00397	0.00013	0.0163	0.00007	0.0157	0.0109	0.00918	0.00012	0.00064	0.00007	0.00914	0.00018	0.00529	0.0001	0.0161	0.0006																							750
7/16/01 	15:00	7/16/01 	15:30	EST	91	3	93					0.0098	0.00029	0.00053	0.00007	0.00019	0.00001	0.00242	0.00001	0.0115	0.00002	0.00779	0.00107	0.0064	0.00003	0.00039	0.00001	0.00404	0.00034	0.00252	0.0001	0.0097	0.00016																							751
7/16/01 	15:30	7/16/01 	16:00	EST	94	3	96					0.00976	0.00111	0.00047	0.00006	0.00015	0	0.0023	0.00003	0.00839	0.00004	0.00754	0.00116	0.00502	0.0001	0.00031	0	0.00297	0	0.00199	0.00004	0.00852	0.00011																							752
7/16/01 	16:00	7/16/01 	16:30	EST	97	3	99					0.00898	0.0002	0.00046	0.00014	0.00015	0	0.00232	0.00001	0.00986	0.00004	0.00723	0.00023	0.00556	0.00007	0.00029	0.00003	0.00288	0.00004	0.00252	0.00009	0.00931	0.00001																							753
7/16/01 	16:30	7/16/01 	17:00	EST	100	3	102					0.00976	0.00064	0.0006	0.0001	0.00015	0	0.00236	0.00001	0.0104	0.00002	0.00786	0.00048	0.00567	0.00004	0.00023	0.00005	0.00251	0.00009	0.00218	0.00002	0.0102	0.00014																							754
7/16/01 	17:00	7/16/01 	17:30	EST	103	3	105					0.00845	0.00014	0.00054	0.00008	0.00013	0	0.00191	0.00001	0.00821	0	0.00682	0.00025	0.00471	0.00003	0.00024	0.00001	0.00193	0.00001	0.00198	0.00003	0.00945	0.00002																							755
7/16/01 	17:30	7/16/01 	18:00	EST	106	3	108					0.00851	0.0004	0.00063	0.00007	0.00016	0	0.00172	0.00001	0.0123	0.00003	0.00653	0.00022	0.0067	0.00009	0.00022	0.00002	0.00185	0.00002	0.00223	0.00004	0.00956	0.00009																							756
7/16/01 	18:00	7/16/01 	18:30	EST	109	3	111					0.0168	0.00151	0.00084	0.00009	0.00026	0.00001	0.00238	0.00001	0.0171	0.00001	0.0111	0.00041	0.00842	0.00002	0.00039	0.00005	0.00413	0.00007	0.00648	0.0001	0.0135	0.00002																							757
7/16/01 	18:30	7/16/01 	19:00	EST	112	3	114					0.0127	0.00039	0.00075	0.00008	0.00029	0	0.0023	0.00001	0.0095	0.00004	0.0091	0.00028	0.00535	0.00008	0.00051	0.00006	0.0037	0.00009	0.00581	0.00015	0.0133	0.00023																							758
7/16/01 	19:00	7/16/01 	19:30	EST	115	3	117					0.01	0.00038	0.00072	0.00007	0.00022	0.00003	0.00298	0.00014	0.00822	0.00004	0.00844	0.00061	0.00579	0.0001	0.00037	0.00005	0.00324	0.00006	0.00663	0.00038	0.012	0.00008																							759
7/16/01 	19:30	7/16/01 	20:00	EST	118	3	120					0.00593	0.00033	0.00056	0.00003	0.00016	0.00001	0.00174	0.00001	0.00642	0.00002	0.00474	0.00006	0.00406	0.00002	0.00019	0.00003	0.00215	0.00011	0.00386	0.00017	0.0241	0.00334																							760
7/16/01 	20:00	7/16/01 	20:30	EST	121	3	123					0.00704	0.00161	0.00091	0.00013	0.00024	0	0.00187	0.00001	0.0073	0.00019	0.00541	0.00052	0.0044	0.0001	0.00026	0.00001	0.00209	0.00005	0.00298	0.00023	0.0102	0.00013																							761
7/16/01 	20:30	7/16/01 	21:00	EST	124	3	126					0.00906	0.00035	0.00092	0.00033	0.00027	0.00001	0.00203	0.00002	0.0116	0.00004	0.00689	0.00121	0.00652	0.00014	0.00034	0.00009	0.0024	0.0002	0.00328	0.00031	0.0121	0.00003																							762
7/16/01 	21:00	7/16/01 	21:30	EST	127	3	129					0.0131	0.00322	0.00121	0.00015	0.00022	0.00003	0.00217	0.00001	0.0104	0.00014	0.0091	0.00377	0.00627	0.00008	0.0002	0.00006	0.0025	0.00008	0.00319	0.00015	0.013	0.00004																							763
7/16/01 	21:30	7/16/01 	22:00	EST	130	3	132					0.00845	0.00062	0.00074	0.00017	0.0002	0.00001	0.00163	0.00001	0.0133	0.00001	0.00584	0.0006	0.00642	0.00004	0.00025	0.00006	0.00221	0.00003	0.00264	0.00011	0.0088	0.00002																							764
7/16/01 	22:00	7/16/01 	22:30	EST	133	3	135					0.0122	0.00647	0.00093	0.00002	0.00037	0.00002	0.00172	0.00007	0.00834	0.00007	0.00866	0.0115	0.00469	0.00016	0.00019	0.00003	0.00238	0.00012	0.00274	0.00008	0.0102	0.00011																							765
7/16/01 	22:30	7/16/01 	23:00	EST	136	3	138					0.0102	0.00018	0.00091	0.00013	0.00052	0.00001	0.00214	0.00001	0.0214	0.00001	0.00769	0.00133	0.00737	0.00011	0.00052	0.00005	0.00284	0.00019	0.0038	0.00015	0.0127	0.00004																							766
7/16/01 	23:00	7/16/01 	23:30	EST	139	3	141					0.0145	0.00046	0.00084	0.00018	0.00033	0.00002	0.00189	0.00033	0.00728	0.00006	0.0121	0.0279	0.00439	0.00132	0.0003	0.00005	0.002	0.00003	0.00255	0.00004	0.00855	0.00016																							767
7/16/01 	23:30	7/17/01 	0:00	EST	142	3	144					0.00824	0.00039	0.00072	0.00026	0.00033	0	0.00192	0.00004	0.00158	0.00002	0.00639	0.00094	0.00271	0.00006	0.0003	0.00007	0.00256	0.00003	0.0028	0.00018	0.00969	0.00013																							768
7/17/01 	0:00	7/17/01 	0:30	EST	145	3	147					0.00826	0.00363	0.00117	0.00016	0.00018	0.00001	0.0003	0.00003	0.00266	0.00032	0.0173	0.00101	0.00422	0.00026	0.00058	0.00006	0.00371	0.00024	0.00855	0.00013	0.00861	0.0002																							769
7/17/01 	0:30	7/17/01 	1:00	EST	148	3	150					0.00768	0.00072	0.00127	0.00009	0.00016	0.00004	0.0002	0.00001	0.00251	0.00006	0.0158	0.00072	0.00383	0.00003	0.00037	0.00008	0.00367	0.00018	0.00344	0.00007	0.00659	0																							770
7/17/01 	1:00	7/17/01 	1:30	EST	151	3	153					0.00735	0.00378	0.00128	0.00018	0.00016	0.00002	0.00022	0.00003	0.00251	0.00017	0.016	0.00126	0.00382	0.00025	0.00016	0.00005	0.00393	0.0003	0.00478	0.00009	0.00759	0.0001																							771
7/17/01 	1:30	7/17/01 	2:00	EST	154	3	156					0.0106	0.00104	0.0022	0.00017	0.00026	0.00002	0.00054	0.00002	0.00296	0.00005	0.0305	0.00012	0.00629	0.00005	0.00008	0.00007	0.00435	0.00042	0.017	0.0005	0.0243	0.00009																							772
7/17/01 	2:00	7/17/01 	2:30	EST	157	3	159					0.00792	0.00192	0.00232	0.00029	0.00024	0.00002	0.00053	0.00007	0.00249	0.00018	0.0247	0.00189	0.00582	0.00035	0.00008	0.00008	0.00393	0.00022	0.0224	0.00099	0.0247	0.00034																							773
7/17/01 	2:30	7/17/01 	3:00	EST	160	3	162					0.00678	0.00339	0.00207	0.00019	0.00024	0.00002	0.00047	0.00001	0.00423	0.00046	0.0257	0.00106	0.00623	0.00036	0.00859	0.00078	0.00505	0.00033	0.0296	0.00114	0.0232	0.00147																							774
7/17/01 	3:00	7/17/01 	3:30	EST	163	3	165					0.0103	0.00046	0.00225	0.00043	0.00022	0.00004	0.00048	0.00001	0.00251	0.00001	0.0247	0.00011	0.00681	0.00004	0.00027	0.00013	0.00531	0.00019	0.0685	0.00523	0.0257	0.00035																							775
7/17/01 	3:30	7/17/01 	4:00	EST	166	3	168					0.0082	0.00286	0.003	0.0004	0.00029	0.00001	0.00057	0.00004	0.00251	0.00018	0.0264	0.00154	0.00906	0.00047	0.0003	0.00001	0.00608	0.00022	0.152	0.0113	0.0296	0.00049																							776
7/17/01 	4:00	7/17/01 	4:30	EST	169	3	171					0.0103	0.00159	0.00392	0.00019	0.00039	0.00001	0.00097	0.00003	0.00249	0.00008	0.037	0.00101	0.0145	0.00036	0.0006	0.00008	0.0067	0.00057	0.289	0.0192	0.0404	0.00134																							777
7/17/01 	4:30	7/17/01 	5:00	EST	172	3	174					0.0111	0.00358	0.0046	0.00022	0.00039	0.00004	0.00101	0.00005	0.00271	0.0002	0.0324	0.00064	0.0146	0.00044	0.00131	0.00019	0.00806	0.00025	0.274	0.00292	0.043	0.00037																							778
7/17/01 	5:00	7/17/01 	5:30	EST	175	3	177					0.014	0.00159	0.00379	0.00011	0.00036	0.00006	0.00088	0.00004	0.0035	0.00001	0.0316	0.00026	0.0127	0.00006	0.00014	0.0001	0.00823	0.00017	0.191	0.00501	0.0346	0.00077																							779
7/17/01 	5:30	7/17/01 	6:00	EST	178	3	180					0.00959	0.00236	0.00437	0.00031	0.00045	0.00004	0.00108	0.00008	0.00268	0.00023	0.0487	0.00711	0.0148	0.00044	0.00013	0.00008	0.00904	0.00031	0.236	0.0049	0.0379	0.00001																							780
7/17/01 	6:00	7/17/01 	6:30	EST	181	3	183					0.0101	0.00215	0.00573	0.00019	0.00042	0.00011	0.00119	0.00003	0.00292	0.00015	0.0509	0.00109	0.0174	0.00034	0.00222	0.0002	0.00838	0.00023	0.272	0.0169	0.0449	0.00116																							781
7/17/01 	6:30	7/17/01 	7:00	EST	184	3	186					0.0109	0.00391	0.00621	0.00022	0.00045	0.00002	0.00134	0.00005	0.00314	0.00035	0.0588	0.00071	0.0244	0.00139	0.00034	0.00007	0.00931	0.00033	0.391	0.0348	0.0616	0.00181																							782
7/17/01 	7:00	7/17/01 	7:30	EST	187	3	189					0.00822	0.00185	0.00584	0.00045	0.00049	0.00001	0.0013	0.00004	0.00318	0.00021	0.0515	0.0021	0.0243	0.00117	0.00021	0.00012	0.00897	0.00015	0.491	0.003	0.0662	0.00209																							783
7/17/01 	7:30	7/17/01 	8:00	EST	190	3	192					0.008	0.0018	0.005	0.00022	0.00043	0.00002	0.0011	0.00003	0.00385	0.00027	0.0473	0.00177	0.019	0.00089	0.00015	0.00004	0.0083	0.00031	0.358	0.00429	0.0518	0.00098																							784
7/17/01 	8:00	7/17/01 	8:30	EST	193	3	195					0.0068	0.00205	0.00352	0.00071	0.00048	0.00007	0.00071	0.00004	0.00437	0.00029	0.0361	0.00091	0.0101	0.00058	0.0003	0.00012	0.01	0.00041	0.123	0.00731	0.0351	0.00006																							785
7/17/01 	8:30	7/17/01 	9:00	EST	196	3	198					0.00813	0.00132	0.00203	0.00007	0.00046	0.00001	0.00064	0.00003	0.00523	0.00017	0.0293	0.0009	0.00859	0.00028	0.00039	0.00011	0.0135	0.0003	0.0371	0.00061	0.0252	0.00007																							786
7/17/01 	9:00	7/17/01 	9:30	EST	199	3	201					0.0135	0.00301	0.00204	0.00009	0.00047	0.00001	0.00063	0.00006	0.00577	0.00003	0.0337	0.00431	0.00966	0.00011	0.00064	0.00027	0.0152	0.00042	0.0272	0.00016	0.0247	0.00027																							787
7/17/01 	9:30	7/17/01 	10:00	EST	202	3	204					0.0115	0.0012	0.00153	0.00005	0.00029	0.00001	0.00022	0.00022	0.00478	0.00015	0.0243	0.00003	0.00777	0.00014	0.00041	0.00012	0.0135	0.00034	0.0184	0.00024	0.0203	0.00004																							788
7/17/01 	10:00	7/17/01 	10:30	EST	205	3	207					0.0111	0.00025	0.00131	0.00019	0.00031	0.00004	0.00013	0.00004	0.00552	0.00014	0.0242	0.00163	0.00752	0.00007	0.00042	0.00002	0.0162	0.00058	0.0106	0.00011	0.0175	0.00004																							789
7/17/01 	10:30	7/17/01 	11:00	EST	208	3	210					0.0124	0.00059	0.00097	0.00005	0.00039	0.00002	0.00012	0.00001	0.00599	0.00012	0.0205	0.00026	0.00681	0.00011	0.00031	0.00001	0.0177	0.00034	0.00817	0.00009	0.0146	0.00043																							790
7/17/01 	11:00	7/17/01 	11:30	EST	211	3	213					0.0153	0.0036	0.00127	0.00025	0.00043	0.00001	0.00017	0.00005	0.00811	0.00043	0.0273	0.00239	0.00788	0.00019	0.00043	0.00014	0.0182	0.00013	0.0119	0.0002	0.021	0.00049																							791
7/17/01 	11:30	7/17/01 	12:00	EST	214	3	216					0.0192	0.00182	0.0012	0.00013	0.00031	0.00002	0.00016	0.00003	0.0077	0.00034	0.031	0.00186	0.00723	0.00017	0.00091	0.00006	0.0198	0.00043	0.0144	0.00021	0.0229	0.00029																							792
7/17/01 	12:00	7/17/01 	12:30	EST	217	3	219					0.0108	0.00068	0.00113	0.00013	0.0002	0.00003	0.00012	0.00001	0.00521	0.00019	0.0215	0.0002	0.00537	0.00018	0.00308	0.00257	0.0157	0.00018	0.00967	0.00023	0.0137	0.00005																							793
7/17/01 	12:30	7/17/01 	13:00	EST	220	3	222					0.0125	0.00598	0.00103	0.00008	0.00022	0.00002	0.00016	0.00004	0.00489	0.00031	0.0261	0.00454	0.00579	0.00033	0.00035	0.0001	0.0127	0.0002	0.0132	0.00022	0.0125	0.00017																							794
7/17/01 	13:00	7/17/01 	13:30	EST	223	3	225					0.0087	0.00084	0.00077	0.00011	0.00016	0.00001	0.00012	0	0.00424	0.00009	0.0212	0.00049	0.00503	0.00003	0.00019	0.00003	0.00837	0.00023	0.00652	0.00014	0.0229	0.001																							795
7/17/01 	13:30	7/17/01 	14:00	EST	226	3	228					0.01	0.00351	0.00084	0.00005	0.0001	0.00001	0.00009	0.00001	0.00327	0.00002	0.0175	0.00062	0.00375	0.00001	0.00018	0.00009	0.00737	0.00005	0.00443	0.00026	0.00726	0.00015																							796
7/17/01 	14:00	7/17/01 	14:30	EST	229	3	231					0.0143	0.00335	0.00134	0.00026	0.00021	0	0.00008	0.00002	0.00312	0.00011	0.0214	0.00079	0.0042	0.00014	0.00023	0.00012	0.00658	0.00017	0.00794	0.00039	0.0122	0.00002																							797
7/17/01 	14:30	7/17/01 	15:00	EST	232	3	234					0.0121	0.00139	0.0013	0.00008	0.00021	0.00001	0.00008	0.00002	0.00332	0.00009	0.0208	0.00031	0.00772	0.00021	0.00025	0.00005	0.00618	0.00019	0.00642	0.00034	0.0124	0.00006																							798
7/17/01 	15:00	7/17/01 	15:30	EST	235	3	237					0.0102	0.00071	0.00104	0.00017	0.0002	0	0.00008	0.00001	0.00255	0.00002	0.0159	0.00017	0.00725	0.00007	0.00009	0.00004	0.00381	0.00009	0.00419	0.00007	0.00993	0.00004																							799
7/17/01 	15:30	7/17/01 	16:00	EST	238	3	240					0.0161	0.00039	0.00061	0.00004	0.00013	0.00002	0.00004	0.00002	0.00199	0.00002	0.0107	0.00032	0.00505	0.00004	0.00009	0.00003	0.00282	0.00009	0.00237	0.00002	0.00617	0.00003																							800
7/17/01 	16:00	7/17/01 	16:30	EST	241	3	243					0.00928	0.00067	0.00094	0.00014	0.00016	0	0.00008	0.00001	0.00309	0.00001	0.0153	0.00012	0.00773	0.00002	0.0001	0.00004	0.00471	0.00036	0.00617	0.00017	0.00986	0.00012																							801
7/17/01 	16:30	7/17/01 	17:00	EST	244	3	246					0.00787	0.00056	0.00102	0.00022	0.00016	0.00002	0.00005	0.00002	0.00417	0.00013	0.0158	0.00052	0.00485	0.00018	0.00031	0.00003	0.0044	0.00021	0.0087	0.00039	0.00943	0.00008																							802
7/17/01 	17:00	7/17/01 	17:30	EST	247	3	249					0.00922	0.00151	0.00106	0.00009	0.00021	0.00002	0.00009	0.00003	0.00706	0.00027	0.0203	0.00105	0.00476	0.00018	0.00048	0.00008	0.00483	0.00007	0.00862	0.00025	0.0154	0.00007																							803
7/17/01 	17:30	7/17/01 	18:00	EST	250	3	252					0.0058	0.00043	0.00143	0.00008	0.00012	0	0.00004	0.00002	0.00212	0.00003	0.016	0.00039	0.00475	0.00007	0.00008	0.00007	0.00302	0.00011	0.00805	0.00047	0.0109	0.00021																							804
7/17/01 	18:00	7/17/01 	18:30	EST	253	3	255					0.00638	0.00045	0.00115	0.00021	0.00017	0	0.00006	0.00001	0.0022	0.00009	0.0172	0.00036	0.00422	0.00007	0.00009	0.00008	0.00388	0.00012	0.00706	0.00008	0.0095	0.00013																							805
7/17/01 	18:30	7/17/01 	19:00	EST	256	3	258					0.00728	0.0004	0.001	0.004	0.00018	0.00003	0.00005	0.00002	0.00283	0.00005	0.0185	0.00184	0.00403	0.00007	0.00005	0.00002	0.00519	0.00014	0.00636	0.00018	0.0109	0.00001																							806
7/17/01 	19:00	7/17/01 	19:30	EST	259	3	261					0.00611	0.00048	0.001	0.004	0.00015	0.00003	0.00002	0.00003	0.00204	0.00006	0.0137	0.00058	0.00377	0.00001	0.00005	0.00006	0.0037	0.00058	0.00444	0.00033	0.00939	0.00004																							807
7/17/01 	19:30	7/17/01 	20:00	EST	262	3	264					0.00731	0.00034	0.001	0.004	0.0002	0	0.00006	0	0.00234	0.00005	0.0138	0.0002	0.0033	0.00007	0.00006	0.00001	0.0036	0.00032	0.00391	0.00024	0.00905	0.00006																							808
7/17/01 	20:00	7/17/01 	20:30	EST	265	3	267					0.0159	0.00075	0.001	0.004	0.00015	0.00003	0.00026	0.00001	0.0662	0.00048	0.0261	0.00094	0.00324	0.00005	0.00062	0.00005	0.00452	0.00003	0.00307	0.00018	0.00936	0.00014																							809
