Datestart:	Time	Dateend:	Time	Tzone	Begin	Length	End	Sulfate	S_std	Nitrate	NO3_std	Al	Al-std	As	As-std	Cd	Cd-std	Cr	Cr-std	Cu	Cu-std	Fe	Fe-std	Mn	Mn-std	Ni	Ni-std	Pb	Pb-std	Se	Se-std	Zn	Zn-std	NO2 	NO2-std	Chlorid	-std	NH4ion	NH4-std	Sodium	Na-std	K	K-std	OC	OC-std	EC	EC-std	Ti	Ti-std	V	V-std	Mo	Mo-std	Sb	Sb-std	0
7/17/01 	20:30	7/17/01 	21:00	EST	268	3	270					0.0167	0.0016	0.001	0.004	0.00023	0.00005	0.00019	0.00004	0.00422	0.00082	0.0149	0.00117	0.00308	0.00035	0.00079	0.00004	0.00452	0.0003	0.0042	0.00039	0.0158	0.00007																							810
7/17/01 	21:00	7/17/01 	21:30	EST	271	3	273					0.02	0.00129	0.001	0.004	0.00018	0.00003	0.00018	0.00002	0.00221	0.0001	0.0164	0.0001	0.00298	0.00005	0.00037	0.00002	0.00403	0.00034	0.00618	0.00075	0.0124	0.00006																							811
7/17/01 	21:30	7/17/01 	22:00	EST	274	3	276					0.0308	0.00079	0.001	0.004	0.00019	0.00002	0.00022	0.00002	0.00206	0.00006	0.0206	0.00024	0.0031	0.00004	0.00031	0.00004	0.00389	0.00022	0.00582	0.00039	0.0132	0.00015																							812
7/17/01 	22:00	7/17/01 	22:30	EST	277	3	279					0.0282	0.00027	0.001	0.004	0.00019	0.00004	0.00023	0.00001	0.00215	0.00005	0.0157	0.00038	0.0033	0.00003	0.00024	0.00007	0.00399	0.00027	0.00751	0.00069	0.0134	0.0002																							813
7/17/01 	22:30	7/17/01 	23:00	EST	280	3	282					0.0244	0.00135	0.001	0.004	0.0002	0.00002	0.00022	0.00006	0.00182	0.00007	0.0155	0.00028	0.00349	0.0001	0.00023	0.00016	0.00341	0.00049	0.00642	0.00079	0.0131	0.00008																							814
7/17/01 	23:00	7/17/01 	23:30	EST	283	3	285					0.0237	0.00057	0.001	0.004	0.0002	0.00005	0.0002	0.00003	0.00221	0.00004	0.0141	0.00017	0.00312	0.00005	0.00016	0.00004	0.00299	0.00009	0.00588	0.00068	0.0137	0.0001																							815
7/17/01 	23:30	7/18/01 	0:00	EST	286	3	288					0.0161	0.00307	0.001	0.004	0.0003	0.00001	0.00019	0.00002	0.00265	0.00035	0.0141	0.00081	0.00262	0.00016	0.00019	0.0002	0.00384	0.00051	0.00527	0.00039	0.0115	0.00009																							816
7/18/01 	0:00	7/18/01 	0:30	EST	289	3	291					0.103	0.0226	0.001	0.004	0.00026	0.00002	0.00016	0.00004	0.00263	0.00035	0.0126	0.00065	0.00246	0.00022	0.00023	0.00004	0.00487	0.00007	0.00467	0.00014	0.0115	0.00009																							817
7/18/01 	0:30	7/18/01 	1:00	EST	292	3	294					0.0147	0.00412	0.001	0.004	0.00029	0.00005	0.00015	0.00003	0.0024	0.00034	0.0141	0.00123	0.00224	0.00017	0.00016	0.00001	0.00403	0.00013	0.00448	0.00031	0.0111	0.0003																							818
7/18/01 	1:00	7/18/01 	1:30	EST	295	3	297					0.013	0.00601	0.001	0.004	0.0002	0.00003	0.00015	0.00003	0.00282	0.0001	0.0135	0.00071	0.00207	0.00009	0.00054	0.00003	0.0032	0.00009	0.00372	0.00038	0.00971	0.00003																							819
7/18/01 	1:30	7/18/01 	2:00	EST	298	3	300					0.0101	0.002	0.001	0.004	0.00017	0.00004	0.00013	0.00002	0.00245	0.00031	0.0101	0.00074	0.00154	0.00009	0.00014	0.00005	0.00241	0.00007	0.00243	0.00026	0.00812	0.00009																							820
7/18/01 	2:00	7/18/01 	2:30	EST	301	3	303					0.00814	0.00192	0.001	0.004	0.00019	0.00001	0.00011	0.00002	0.00164	0.0002	0.00874	0.00015	0.00126	0.00009	0.0001	0.00002	0.00237	0.00018	0.00207	0.00007	0.00794	0.00003																							821
7/18/01 	2:30	7/18/01 	3:00	EST	304	3	306					0.00719	0.00155	0.001	0.004	0.00018	0	0.0001	0.00002	0.00166	0.00027	0.00837	0.00017	0.00121	0.00008	0.00009	0.00005	0.00312	0.00043	0.00225	0.00024	0.00741	0.00001																							822
7/18/01 	3:00	7/18/01 	3:30	EST	307	3	309					0.00993	0.00022	0.001	0.004	0.00019	0.00002	0.00011	0.00001	0.00173	0.00003	0.00983	0.00005	0.00136	0.00002	0.00013	0.00008	0.00321	0.00013	0.00269	0.0001	0.00761	0.00007																							823
7/18/01 	3:30	7/18/01 	4:00	EST	310	3	312					0.00704	0.00278	0.001	0.004	0.00016	0.00001	0.0001	0.00002	0.00128	0.00041	0.00864	0.0007	0.001	0.00021	0.0001	0.00006	0.00271	0.00015	0.00227	0.00013	0.00602	0.00001																							824
7/18/01 	4:00	7/18/01 	4:30	EST	313	3	315					0.0114	0.00013	0.001	0.004	0.00017	0.00002	0.00012	0.00002	0.00166	0.00004	0.00974	0.00007	0.00121	0.00002	0.00013	0.00001	0.00229	0.00012	0.00244	0.00001	0.00622	0.00002																							825
7/18/01 	4:30	7/18/01 	5:00	EST	316	3	318					0.00983	0.00221	0.001	0.004	0.00012	0.00003	0.00011	0.00002	0.00108	0.00009	0.0092	0.00071	0.00109	0.00003	0.00015	0.00008	0.00116	0.00007	0.00231	0.00007	0.00535	0.00003																							826
7/18/01 	5:00	7/18/01 	5:30	EST	319	3	321					0.00863	0.00106	0.001	0.004	0.00015	0.00006	0.00013	0.00004	0.00156	0.00015	0.0129	0.00424	0.00109	0.00004	0.00037	0.00005	0.0013	0.00009	0.00276	0.00023	0.011	0.00019																							827
7/18/01 	5:30	7/18/01 	6:00	EST	322	3	324					0.00786	0.00019	0.001	0.004	0.00016	0.00002	0.00027	0.00025	0.00162	0.00013	0.0233	0.02	0.00176	0.00042	0.00049	0.00003	0.00152	0.00004	0.00334	0.00005	0.00802	0.00008																							828
7/18/01 	6:00	7/18/01 	6:30	EST	325	3	327					0.0119	0.001	0.001	0.004	0.00017	0.00002	0.00021	0.00003	0.00197	0.00007	0.0145	0.00054	0.00197	0.00001	0.0006	0.00017	0.00121	0.00016	0.00423	0.00026	0.00989	0.0001																							829
7/18/01 	6:30	7/18/01 	7:00	EST	328	3	330					0.00687	0.00134	0.001	0.004	0.00015	0.00007	0.00017	0.00005	0.00151	0.00018	0.0136	0.00037	0.00145	0.00011	0.00029	0.0001	0.001	0.00033	0.00363	0.00016	0.0121	0.00006																							830
7/18/01 	7:00	7/18/01 	7:30	EST	331	3	333					0.011	0.00275	0.001	0.004	0.00017	0.00002	0.00038	0.00016	0.00205	0.0003	0.0344	0.0238	0.00179	0.00039	0.00043	0.00015	0.0006	0.00021	0.00383	0.00037	0.0209	0.00008																							831
7/18/01 	7:30	7/18/01 	8:00	EST	334	3	336					0.011	0.00252	0.001	0.004	0.00015	0.00001	0.00034	0.00005	0.00221	0.00041	0.0206	0.00085	0.00177	0.00007	0.00074	0.00006	0.00139	0.00124	0.00465	0.00034	0.0225	0.00014																							832
7/18/01 	8:00	7/18/01 	8:30	EST	337	3	339					0.0101	0.00151	0.001	0.004	0.00027	0.00004	0.00031	0.00004	0.00309	0.00043	0.0207	0.00049	0.00198	0.00017	0.00086	0.00027	0.00184	0.00123	0.00536	0.00151	0.0234	0.00009																							833
7/18/01 	8:30	7/18/01 	9:00	EST	340	3	342					0.0154	0.00081	0.001	0.004	0.00025	0.00001	0.00039	0.00003	0.00637	0.00016	0.026	0.00018	0.00345	0.00004	0.00151	0.00029	0.00447	0.00188	0.009	0.00348	0.0252	0.00032																							834
7/18/01 	9:00	7/18/01 	9:30	EST	343	3	345					0.0193	0.00136	0.001	0.004	0.00036	0.00003	0.00032	0.00002	0.00669	0.00008	0.0278	0.00017	0.00578	0.00004	0.00058	0.00004	0.00371	0.00008	0.00624	0.00007	0.0292	0.00014																							835
7/18/01 	9:30	7/18/01 	10:00	EST	346	3	348					0.0125	0.00197	0.001	0.004	0.00031	0	0.00027	0.00005	0.00445	0.00034	0.0232	0.00063	0.00566	0.00017	0.00019	0.00019	0.00606	0.00314	0.00619	0.00242	0.022	0.00005																							836
7/18/01 	10:00	7/18/01 	10:30	EST	349	3	351					0.01	0.02	0.001	0.004	0.0002	0.001	0.0002	0.001	0.004	0.01	0.02	0.06	0.004	0.02	0.0005	0.003	0.004	0.01	0.004	0.1	0.02	0.04																							837
7/18/01 	10:30	7/18/01 	11:00	EST	352	3	354					0.01	0.02	0.001	0.004	0.0002	0.001	0.0002	0.001	0.004	0.01	0.02	0.06	0.004	0.02	0.0005	0.003	0.004	0.01	0.004	0.1	0.02	0.04																							838
7/18/01 	11:00	7/18/01 	11:30	EST	355	3	357					0.01	0.02	0.001	0.004	0.0002	0.001	0.0002	0.001	0.004	0.01	0.02	0.06	0.004	0.02	0.0005	0.003	0.004	0.01	0.004	0.1	0.02	0.04																							839
7/18/01 	11:30	7/18/01 	12:00	EST	358	3	360					0.008	0.02	0.001	0.004	0.0002	0.001	0.0002	0.001	0.004	0.01	0.02	0.06	0.003	0.02	0.001	0.003	0.003	0.01	0.003	0.1	0.01	0.04																							840
7/18/01 	12:00	7/18/01 	12:30	EST	361	3	363					0.008	0.02	0.001	0.004	0.0002	0.001	0.0002	0.001	0.004	0.01	0.02	0.06	0.003	0.02	0.001	0.003	0.003	0.01	0.003	0.1	0.01	0.04																							841
7/18/01 	12:30	7/18/01 	13:00	EST	364	3	366					0.008	0.02	0.001	0.004	0.0002	0.001	0.0002	0.001	0.004	0.01	0.02	0.06	0.003	0.02	0.001	0.003	0.003	0.01	0.003	0.1	0.01	0.04																							842
7/18/01 	13:00	7/18/01 	13:30	EST	367	3	369					0.008	0.02	0.001	0.004	0.0002	0.001	0.0002	0.001	0.004	0.01	0.02	0.06	0.003	0.02	0.001	0.003	0.003	0.01	0.003	0.1	0.01	0.04																							843
7/18/01 	13:30	7/18/01 	14:00	EST	370	3	372					0.00494	0.00052	0.001	0.004	0.00009	0.00001	0.00008	0	0.00085	0.00007	0.0051	0.00024	0.00191	0.00005	0.00154	0.00003	0.00123	0.00008	0.00293	0.00002	0.00718	0.00005																							844
7/18/01 	14:00	7/18/01 	14:30	EST	373	3	375					0.0494	0.00408	0.001	0.004	0.0002	0.00002	0.00027	0.00003	0.00666	0.00035	0.0243	0.00239	0.00303	0.00014	0.00141	0.00005	0.00805	0.00036	0.00208	0.00012	0.0128	0.00012																							845
7/18/01 	14:30	7/18/01 	15:00	EST	376	3	378					0.0156	0.00108	0.001	0.004	0.00024	0.00001	0.00021	0.00001	0.00503	0.00035	0.0222	0.00053	0.00232	0.00005	0.00047	0.00002	0.00755	0.00009	0.0027	0.00019	0.012	0.00001																							846
7/18/01 	15:00	7/18/01 	15:30	EST	379	3	381					0.013	0.00205	0.001	0.004	0.00017	0	0.00119	0.00008	0.0035	0.00024	0.0241	0.0003	0.00294	0.00017	0.00265	0.0005	0.00464	0.00003	0.00208	0.00007	0.00725	0																							847
7/18/01 	15:30	7/18/01 	16:00	EST	382	3	384					0.0203	0.00051	0.001	0.004	0.00016	0.00001	0.00026	0.00001	0.00434	0.00028	0.0179	0.00099	0.00371	0.00007	0.00031	0.00004	0.00588	0	0.0023	0.00003	0.00881	0.00005																							848
7/18/01 	16:00	7/18/01 	16:30	EST	385	3	387					0.0137	0.00253	0.001	0.004	0.00009	0	0.00021	0.00001	0.00323	0.00019	0.0144	0.00046	0.00292	0.00011	0.00018	0.00003	0.00449	0.00005	0.00166	0.00005	0.00617	0.00004																							849
7/18/01 	16:30	7/18/01 	17:00	EST	388	3	390					0.0309	0.00313	0.001	0.004	0.00021	0	0.00052	0.00002	0.00817	0.00022	0.0256	0.00079	0.00737	0.0002	0.00067	0.00003	0.0101	0.00024	0.00306	0.00004	0.0118	0.00007																							850
7/18/01 	17:00	7/18/01 	17:30	EST	391	3	393					0.0189	0.00162	0.001	0.004	0.00012	0.00002	0.00027	0.00001	0.00391	0.00005	0.0183	0.00026	0.00382	0.00004	0.00028	0.00003	0.0039	0.00022	0.00184	0.00012	0.00774	0.00004																							851
7/18/01 	17:30	7/18/01 	18:00	EST	394	3	396					0.0143	0.00041	0.001	0.004	0.00016	0.00001	0.00023	0.00001	0.00254	0.0002	0.0163	0.00023	0.00354	0.00009	0.00016	0	0.00294	0.00015	0.00182	0.00003	0.0143	0.00035																							852
7/18/01 	18:00	7/18/01 	18:30	EST	397	3	399					0.0636	0.00284	0.001	0.004	0.00019	0	0.00061	0	0.00389	0.00007	0.0191	0.00041	0.00533	0.00009	0.00027	0.00003	0.00443	0.00081	0.00192	0.00016	0.0122	0.00009																							853
7/18/01 	18:30	7/18/01 	19:00	EST	400	3	402					0.0168	0.00154	0.001	0.004	0.00021	0.00001	0.00034	0.00003	0.00579	0.0002	0.021	0.00041	0.00548	0.00019	0.0003	0.00002	0.00434	0.00001	0.00227	0.00006	0.0103	0.00008																							854
7/18/01 	19:00	7/18/01 	19:30	EST	403	3	405					0.0234	0.00173	0.001	0.004	0.00027	0.00001	0.00031	0.00001	0.00365	0.00003	0.0208	0.00017	0.00555	0.00001	0.00029	0.00002	0.00365	0.00007	0.00229	0.00003	0.00987	0.00009																							855
7/18/01 	19:30	7/18/01 	20:00	EST	406	3	408					0.0122	0.00209	0.001	0.004	0.00019	0	0.00024	0.00001	0.00269	0.00038	0.0194	0.00066	0.00326	0.00021	0.00018	0.00001	0.00302	0.00012	0.00204	0.00004	0.00877	0.00003																							856
7/18/01 	20:00	7/18/01 	20:30	EST	409	3	411					0.0136	0.00053	0.001	0.004	0.00016	0.00001	0.00026	0.00001	0.00303	0.00004	0.0233	0.00055	0.00378	0.00003	0.00017	0	0.00304	0.00006	0.00192	0.00004	0.011	0.00002																							857
7/18/01 	20:30	7/18/01 	21:00	EST	412	3	414					0.013	0.00012	0.001	0.004	0.00017	0.00001	0.00025	0.00002	0.00275	0.00004	0.0233	0.00013	0.00297	0.00001	0.00021	0	0.00298	0.00005	0.00231	0.00008	0.00989	0.00005																							858
7/18/01 	21:00	7/18/01 	21:30	EST	415	3	417					0.0149	0.00426	0.001	0.004	0.00016	0.00001	0.0002	0.00001	0.00233	0.00004	0.0215	0.00044	0.00253	0.00004	0.00019	0.00004	0.00293	0.00005	0.00251	0.00015	0.0104	0.00002																							859
7/18/01 	21:30	7/18/01 	22:00	EST	418	3	420					0.0153	0.00222	0.001	0.004	0.00015	0.00002	0.00025	0.00003	0.00243	0.00008	0.0258	0.00027	0.00276	0.00001	0.00016	0.00002	0.0028	0.00007	0.003	0.0001	0.0122	0.00001																							860
7/18/01 	22:00	7/18/01 	22:30	EST	421	3	423					0.0135	0.00212	0.001	0.004	0.00016	0.00003	0.0002	0.00005	0.00255	0.00012	0.0226	0.00022	0.00274	0.00006	0.00014	0.00007	0.00224	0.0002	0.00305	0.00001	0.013	0.00022																							861
7/18/01 	22:30	7/18/01 	23:00	EST	424	3	426					0.0173	0.00088	0.001	0.004	0.00017	0.00004	0.00023	0.00002	0.00222	0.00004	0.0223	0.00021	0.00261	0.00003	0.00016	0.00001	0.00342	0.0002	0.00371	0.00029	0.0141	0.00005																							862
7/18/01 	23:00	7/18/01 	23:30	EST	427	3	429					0.0188	0.00056	0.001	0.004	0.00026	0	0.00022	0.00001	0.00227	0.00001	0.021	0.00019	0.00381	0.00004	0.00015	0.00005	0.00405	0.00012	0.00279	0.00012	0.0334	0.0007																							863
7/18/01 	23:30	7/23/01 	0:00	EST	430	3	432					0.0125	0.00021	0.001	0.004	0.00033	0.00004	0.00024	0.00001	0.00237	0.00009	0.0251	0.0008	0.00606	0.00011	0.0001	0.00003	0.00399	0.00007	0.00314	0.00003	0.0469	0.00134																							864
7/23/01 	0:00	7/23/01 	0:30	EST	433	3	435					0.0029	0.00025	0.00051	0.00017	0.00011	0.00006	0.0002	0.0001	0.00132	0.00029	0.00866	0.00018	0.00102	0.00004	0.0006	0.00026	0.00345	0.00028	0.00256	0.00013	0.00733	0.00031																							865
7/23/01 	0:30	7/23/01 	1:00	EST	436	3	438					0.00223	0.00008	0.00084	0.00048	0.0002	0.00002	0.00013	0	0.00117	0.00007	0.00852	0.00009	0.00108	0.00001	0.00079	0.00016	0.00492	0.00062	0.00266	0.00035	0.00978	0.00036																							866
7/23/01 	1:00	7/23/01 	1:30	EST	439	3	441					0.00245	0.00019	0.00048	0.0002	0.00014	0.00005	0.00131	0.00002	0.00113	0.00002	0.0603	0.00046	0.00202	0.00001	0.00059	0.00009	0.00366	0.00016	0.00264	0.00009	0.00862	0.00042																							867
7/23/01 	1:30	7/23/01 	2:00	EST	442	3	444					0.0022	0.00004	0.00024	0.00008	0.00008	0.00005	0.00014	0.00002	0.00091	0.00006	0.008	0.00003	0.00106	0.00005	0.00028	0.00007	0.0028	0.00013	0.003	0.00005	0.00785	0.00041																							868
7/23/01 	2:00	7/23/01 	2:30	EST	445	3	447					0.00116	0.00027	0.00089	0.00038	0.0002	0.00002	0.00037	0.00002	0.00086	0.00005	0.0154	0.00285	0.00426	0.0001	0.00033	0.00015	0.00246	0.00016	0.00748	0.00067	0.0255	0.00034																							869
7/23/01 	2:30	7/23/01 	3:00	EST	448	3	450					0.00247	0.00014	0.0008	0.00015	0.00021	0.00003	0.00045	0.00001	0.00093	0.00012	0.0133	0.00057	0.00319	0.00015	0.00046	0.00006	0.00291	0.00008	0.00775	0.00039	0.0231	0.00083																							870
7/23/01 	3:00	7/23/01 	3:30	EST	451	3	453					0.0027	0.00035	0.00052	0.00038	0.00017	0.00005	0.00042	0.00002	0.00117	0.00009	0.0135	0.00035	0.0049	0.00008	0.00034	0.00002	0.00365	0.00024	0.00767	0.00038	0.0183	0.00041																							871
7/23/01 	3:30	7/23/01 	4:00	EST	454	3	456					0.00304	0.0003	0.00081	0.00021	0.00027	0.00005	0.00072	0.00001	0.00114	0.00009	0.0254	0.00114	0.0163	0.00068	0.00013	0.0001	0.00292	0.00022	0.0105	0.00054	0.0605	0.00194																							872
7/23/01 	4:00	7/23/01 	4:30	EST	457	3	459					0.00305	0.00023	0.00158	0.00059	0.00029	0.0001	0.00095	0.00003	0.00122	0.00007	0.0291	0.00013	0.0139	0.00025	0.00031	0.00006	0.003	0.00019	0.0115	0.00035	0.0656	0.00128																							873
7/23/01 	4:30	7/23/01 	5:00	EST	460	3	462					0.00267	0.0004	0.00155	0.00052	0.00025	0.00005	0.00071	0.00007	0.00124	0.00007	0.0174	0.00073	0.00524	0.00025	0.00021	0.00006	0.0032	0.00017	0.0112	0.00047	0.0365	0.00072																							874
7/23/01 	5:00	7/23/01 	5:30	EST	463	3	465					0.00282	0.00065	0.00153	0.00027	0.00033	0.00007	0.00051	0.00003	0.00105	0.00006	0.0193	0.00013	0.0054	0.00007	0.00027	0.0001	0.0032	0.00013	0.00827	0.00039	0.0296	0.00038																							875
7/23/01 	5:30	7/23/01 	6:00	EST	466	3	468					0.00267	0.00056	0.0013	0.00021	0.00045	0.00009	0.00072	0.00003	0.00117	0.00006	0.0196	0.00023	0.00486	0.0001	0.0004	0.00007	0.0038	0.00029	0.00912	0.00143	0.0253	0.00026																							876
7/23/01 	6:00	7/23/01 	6:30	EST	469	3	471					0.00374	0.00008	0.00083	0.0003	0.00066	0.00004	0.00086	0.00002	0.00148	0.00002	0.0201	0.00049	0.00354	0.00005	0.00022	0.00016	0.00553	0.00025	0.0107	0.00043	0.021	0.00019																							877
7/23/01 	6:30	7/23/01 	7:00	EST	472	3	474					0.0032	0.00021	0.00077	0.00017	0.0006	0.00003	0.00075	0.00001	0.0017	0.00007	0.0249	0.00026	0.00533	0.00009	0.00032	0.0002	0.00491	0.00056	0.00902	0.00041	0.0211	0.00032																							878
7/23/01 	7:00	7/23/01 	7:30	EST	475	3	477					0.00616	0.00294	0.00023	0.00015	0.00069	0.00005	0.0007	0.00018	0.00197	0.00004	0.0261	0.00355	0.00336	0.00009	0.00021	0.00004	0.00663	0.00016	0.00909	0.00049	0.0355	0.00257																							879
7/23/01 	7:30	7/23/01 	8:00	EST	478	3	480					0.00463	0.00027	0.00033	0.00024	0.00061	0.00006	0.00042	0.00002	0.00199	0.00004	0.0222	0.00036	0.00226	0.00009	0.00021	0.00014	0.00701	0.00028	0.00795	0.0004	0.0169	0.00026																							880
7/23/01 	8:00	7/23/01 	8:30	EST	481	3	483					0.00187	0.00017	0.00002	0.0003	0.00021	0.00002	0.00017	0.00001	0.00098	0.00002	0.0105	0.00011	0.00083	0.00003	0.00009	0.00003	0.00289	0.00015	0.00265	0.00014	0.00712	0.00025																							881
7/23/01 	8:30	7/23/01 	9:00	EST	484	3	486					0.00137	0.0005	0.00013	0.00018	0.00016	0.00002	0.00007	0.00016	0.00108	0.0003	0.00943	0.00108	0.00066	0.00021	0.00011	0.00008	0.00259	0.00008	0.00187	0.00033	0.00608	0.00007																							882
7/23/01 	9:00	7/23/01 	9:30	EST	487	3	489					0.00032	0.00084	0.0003	0.00031	0.00023	0.00001	-0.00014	0.00014	0.00162	0.00025	0.0122	0.00051	0.00114	0.00018	0.00025	0.00012	0.00388	0.00039	0.00253	0.00003	0.00745	0.00012																							883
7/23/01 	9:30	7/23/01 	10:00	EST	490	3	492					0.00086	0.00013	0.00066	0.00006	0.00012	0.00002	0.0001	0.00001	0.00184	0.00004	0.00872	0.00005	0.00079	0.00003	0.00081	0.00026	0.00408	0.00008	0.00208	0.00038	0.00577	0.00015																							884
7/23/01 	10:00	7/23/01 	10:30	EST	493	3	495					-0.00981	0.0185	0.0008	0.0002	0.0002	0.00002	-0.00008	0.00036	0.00352	0.00119	0.0116	0.00333	0.00049	0.00121	0.001	0.00014	0.00489	0.0001	0.00401	0.00014	0.00949	0.00005																							885
7/23/01 	10:30	7/23/01 	11:00	EST	496	3	498					0.00054	0.00038	0.00087	0.00015	0.00026	0.00002	0.00019	0	0.00152	0.0001	0.0129	0.00047	0.0012	0.00006	0.00048	0.00015	0.00529	0.00036	0.00533	0.00017	0.00879	0.00016																							886
7/23/01 	11:00	7/23/01 	11:30	EST	499	3	501					0.00065	0.00083	0.0014	0.00066	0.00017	0.00003	0.0003	0.00011	0.00461	0.00047	0.0266	0.00131	0.00191	0.0002	0.00061	0.00014	0.0174	0.00035	0.00438	0.00153	0.00889	0.00038																							887
7/23/01 	11:30	7/23/01 	12:00	EST	502	3	504					-0.00028	0.00016	0.00366	0.00045	0.00012	0.00003	0.00014	0.00002	0.00214	0.00004	0.0204	0.001	0.00179	0.00004	0.00069	0.00011	0.0106	0.00014	0.00355	0.00134	0.00777	0.00009																							888
7/23/01 	12:00	7/23/01 	12:30	EST	505	3	507					-0.00034	0.00011	0.00164	0.00039	0.00008	0.00003	0.0001	0.00002	0.00273	0.00006	0.0192	0.00067	0.00197	0.00003	0.0013	0.00007	0.0086	0.00016	0.00388	0.00005	0.0101	0.00024																							889
7/23/01 	12:30	7/23/01 	13:00	EST	508	3	510					-0.00006	0.00014	0.00096	0.00028	0.00015	0.00002	0.0001	0.00006	0.0019	0.00004	0.017	0.00342	0.00124	0.00006	0.00069	0.00004	0.00821	0.00031	0.00275	0.00019	0.00635	0.00005																							890
7/23/01 	13:00	7/23/01 	13:30	EST	511	3	513					0.00024	0.00005	0.00029	0.00008	0.00027	0.00001	0.00028	0.00002	0.00215	0.00002	0.00732	0.00052	0.00676	0.0001	0.00272	0.00029	0.00165	0.00019	0.00081	0.00007	0.012	0.00013																							891
7/23/01 	13:30	7/23/01 	14:00	EST	514	3	516					0.00073	0.00005	0.00036	0.00003	0.00031	0.00003	0.00038	0.00004	0.00403	0.00002	0.0167	0.00036	0.012	0.00041	0.0039	0.00018	0.00798	0.00015	0.00098	0.00004	0.00653	0.00018																							892
7/23/01 	14:00	7/23/01 	14:30	EST	517	3	519					0.00082	0.00004	0.00053	0.00014	0.00023	0.00002	0.00064	0.00004	0.00539	0.00013	0.0276	0.00051	0.00716	0.00031	0.00549	0.00024	0.0128	0.00055	0.0018	0.00005	0.0121	0.00072																							893
7/23/01 	14:30	7/23/01 	15:00	EST	520	3	522					0.00042	0.00027	0.00061	0.0001	0.00059	0.00002	0.00092	0.00012	0.0068	0.00006	0.0367	0.00988	0.00617	0.00019	0.00862	0.00031	0.0128	0.0011	0.00214	0.00016	0.0325	0.00095																							894
7/23/01 	15:00	7/23/01 	15:30	EST	523	3	525					-0.00006	0.00004	0.00059	0.00023	0.00022	0.00001	0.00023	0.00002	0.00308	0.00003	0.0179	0.00036	0.00323	0.00007	0.00307	0.00008	0.00529	0.00025	0.00183	0.00014	0.0389	0.00068																							895
7/23/01 	15:30	7/23/01 	16:00	EST	526	3	528					-0.00034	0.00015	0.00058	0.00013	0.00034	0.00002	0.0001	0.00001	0.0041	0.00003	0.0146	0.00026	0.00228	0.00006	0.00277	0.00015	0.00391	0.00044	0.00165	0.00005	0.0301	0.00036																							896
7/23/01 	16:00	7/23/01 	16:30	EST	529	3	531					-0.00019	0.00005	0.00042	0.00011	0.00008	0	0.00005	0.00002	0.00118	0.00006	0.0122	0.00142	0.00142	0.00008	0.00075	0.00005	0.0027	0.00008	0.00113	0.00009	0.0131	0.00006																							897
7/23/01 	16:30	7/23/01 	17:00	EST	532	3	534					-0.00017	0.00007	0.00046	0.00019	0.00012	0.00003	0.00005	0.00001	0.00153	0.00003	0.0129	0.00025	0.0015	0.00003	0.00069	0.00005	0.00295	0.00017	0.00136	0.00013	0.0132	0.00004																							898
7/23/01 	17:00	7/23/01 	17:30	EST	535	3	537					-0.00027	0.00007	0.0005	0.00012	0.00012	0.00001	0.00006	0.00001	0.00276	0.00003	0.011	0.00042	0.00143	0.00003	0.00092	0.00002	0.00232	0.00022	0.00139	0.00018	0.014	0.00011																							899
7/23/01 	17:30	7/23/01 	18:00	EST	538	3	540					0.00504	0.00124	0.00062	0.00012	0.00014	0.00001	0.00023	0.00001	0.00168	0.00004	0.0169	0.00042	0.00168	0.00002	0.00063	0.00005	0.00215	0.00035	0.00149	0.00015	0.0108	0.00003																							900
7/23/01 	18:00	7/23/01 	18:30	EST	541	3	543					0.00632	0.00114	0.00073	0.00009	0.0002	0	0.00028	0.00001	0.00238	0.00004	0.0256	0.00258	0.00238	0.00003	0.00075	0.00003	0.0024	0.00004	0.00186	0.0001	0.018	0.00011																							901
7/23/01 	18:30	7/23/01 	19:00	EST	544	3	546					0.00446	0.00031	0.00051	0.0002	0.00025	0.00001	0.00017	0.00002	0.00174	0.00003	0.0168	0.00244	0.00164	0.00001	0.0005	0.00005	0.00164	0.00004	0.00147	0.00013	0.00935	0.00013																							902
7/23/01 	19:00	7/23/01 	19:30	EST	547	3	549					0.00983	0.00371	0.00034	0.00025	0.00016	0.00004	0.00034	0.0001	0.00228	0.00004	0.0367	0.0211	0.00238	0.00029	0.00057	0.00007	0.00194	0.00009	0.00151	0.00019	0.0101	0.00101																							903
7/23/01 	19:30	7/23/01 	20:00	EST	550	3	552					0.00561	0.00032	0.00035	0.0003	0.00009	0.00002	0.00015	0.00001	0.00224	0.00005	0.0172	0.00041	0.00243	0.00002	0.00055	0.00006	0.0018	0.00005	0.00164	0.00026	0.00755	0.00014																							904
7/23/01 	20:00	7/23/01 	20:30	EST	553	3	555					0.0184	0.0242	0.00036	0.00021	0.00011	0.00003	0.00057	0.00079	0.002	0.00028	0.0545	0.0723	0.00297	0.0012	0.00062	0.00005	0.00162	0.00006	0.00137	0.00027	0.00604	0.00006																							905
7/23/01 	20:30	7/23/01 	21:00	EST	556	3	558					0.00603	0.0002	0.00058	0.00012	0.00015	0.00001	0.00014	0.00001	0.00232	0.00001	0.0138	0.00003	0.00254	0.00004	0.00109	0.00011	0.00212	0.00022	0.00164	0.00034	0.00789	0.00003																							906
