

   0.11720E+01   0.40264E+00   0.12418E+00   0.36563E+00   0.16830E+01
   0.10920E+01   0.38062E+00   0.12797E+00   0.39510E+00   0.17362E+01
   0.11270E+01   0.35971E+00   0.13674E+00   0.45540E+00   0.18436E+01
   0.11621E+01   0.29696E+00   0.15223E+00   0.45756E+00   0.20056E+01
   0.10680E+01   0.22544E+00   0.15492E+00   0.45314E+00   0.20505E+01
   0.24865E+01   0.24393E+00   0.14458E+00   0.21735E+00   0.19705E+01
   0.19733E+01   0.74456E-01   0.12085E+00   0.00000E+00   0.17752E+01
   0.19368E+01   0.73001E+00   0.10950E+00   0.11139E+00   0.17742E+01
   0.18202E+01   0.89572E+00   0.11246E+00   0.10285E+00   0.18860E+01
   0.20023E+01   0.70457E+00   0.13159E+00   0.30363E+00   0.21220E+01
   0.21903E+01   0.57004E+00   0.14266E+00   0.24563E+00   0.22075E+01
   0.21759E+01   0.59544E+00   0.14455E+00   0.29080E+00   0.21466E+01
   0.21784E+01   0.72678E+00   0.13643E+00   0.21861E+00   0.19371E+01
   0.21726E+01   0.80045E+00   0.12990E+00   0.22318E+00   0.18621E+01
   0.22711E+01   0.75757E+00   0.12611E+00   0.11247E+00   0.19143E+01
   0.20489E+01   0.65886E+00   0.12629E+00   0.17792E+00   0.21026E+01
   0.23944E+01   0.64570E+00   0.12754E+00   0.17537E+00   0.22605E+01
   0.26653E+01   0.63073E+00   0.12907E+00   0.56859E-01   0.23853E+01
   0.26786E+01   0.71130E+00   0.12975E+00   0.14097E+00   0.24832E+01
   0.25404E+01   0.78530E+00   0.13080E+00   0.16059E+00   0.26551E+01
   0.19845E+01   0.82534E+00   0.13355E+00   0.12237E+00   0.29049E+01
   0.17523E+01   0.92175E+00   0.13869E+00   0.56134E-01   0.32391E+01
   0.19546E+01   0.99900E+00   0.14712E+00   0.95425E-01   0.33721E+01
   0.20703E+01   0.93097E+00   0.15813E+00   0.64876E-01   0.32917E+01
   0.22453E+01   0.80238E+00   0.17042E+00   0.14335E+00   0.30073E+01
   0.23031E+01   0.76263E+00   0.17053E+00   0.13078E+00   0.27544E+01
   0.22674E+01   0.82120E+00   0.15977E+00   0.48990E-01   0.25313E+01
   0.23850E+01   0.10453E+01   0.14013E+00   0.00000E+00   0.23388E+01
   0.27072E+01   0.74209E+00   0.13807E+00   0.00000E+00   0.23055E+01
   0.24105E+01   0.94758E+00   0.15104E+00   0.00000E+00   0.25026E+01
   0.29002E+01   0.11191E+01   0.17792E+00   0.57716E-02   0.28968E+01
   0.25032E+01   0.10472E+01   0.17020E+00   0.14114E-02   0.28421E+01
   0.24352E+01   0.88253E+00   0.12814E+00   0.40050E-01   0.23469E+01
   0.26852E+01   0.64665E+00   0.51187E-01   0.16982E+00   0.14724E+01
   0.28136E+01   0.55950E+00   0.90801E-01   0.12988E+00   0.12080E+01
   0.26191E+01   0.67424E+00   0.24905E+00   0.13437E+00   0.15093E+01
   0.25830E+01   0.98011E+00   0.53163E+00   0.00000E+00   0.24287E+01
   0.28110E+01   0.78882E+00   0.68596E+00   0.00000E+00   0.30703E+01
